song,Artist(s),Tempo,Length
Wait For A Minute,Tune-Yards,111.0,03:53
Boogie 2Nite,Tweet,103.0,04:10
Thank the Gang Remix,"Twelve'len,Guapdad 4000",108.0,03:01
Number,Ty Dolla $ign,109.0,03:22
Back Up,"Ty Dolla $ign,24hrs",100.0,03:13
By Yourself Remix,"Ty Dolla $ign,Bryson Tiller,Jhené Aiko,Mustard",104.0,03:04
Ja Rule  Ashanti,Tyga,110.0,03:20
SWISH,Tyga,105.0,03:14
Bel Air,"Tyga,Quavo",108.0,04:28
Gold Rollie,"Tyler ICU,Tumelo_za,DJ Maphorisa,Nandipha808,Ceeka RSA,Tyrone Dee",113.0,06:31
Act of God,"Tyler Touché,Jason Gaffner,Robotaki",112.0,04:38
On Top Of Me,Tyrese,115.0,05:04
Without My Heart,Tyrese,113.0,04:54
White Girl,U.S.D.A.,115.0,03:55
Heartland,U2,108.0,05:03
Don't Break My Heart,UB40,101.0,03:49
She Caught the Train,UB40,112.0,03:17
Chickenhead,UC Brigante,101.0,03:05
Built For Comfort,UFO,115.0,03:08
Dirty Money,UGK,107.0,03:46
One Last Time,Uncharted Shores,100.0,03:55
Talladega Knights,Unlike Pluto,108.0,03:13
Mimi Gets Mad,Utopia,117.0,03:46
Stone,Vader the Villin,118.0,03:37
Get Back,"Valeria Stoica,Alin Dimitriu",117.0,03:56
Whos to Say,Vanessa Carlton,112.0,04:50
Better Off Now,Vanessa Williams,107.0,04:13
Lie to Me,Vera Blue,100.0,03:46
Hard Act to Follow,Verse Simmonds,117.0,03:53
In My Feelings Remix,Verse Simmonds,118.0,03:58
Number One Blind,Veruca Salt,104.0,03:44
Obsession 25/7,"Vice,Jon Bellion,KYLE",102.0,04:00
Foreign,"Victory DaOne,Shote Boi Beatz,D3 The Rocstar",100.0,03:13
Peace of Mind,Villain of the Story,105.0,04:41
This New Heartache,Vince Gill,111.0,03:31
Only You,"Vineyard Music,Andy Park",100.0,05:26
Run Outta You,Vintage Trouble,102.0,08:13
Tonight,Violent Femmes,108.0,03:59
A Lot More Me,Violet Chachki,114.0,04:40
Half My Life,Violet Skies,118.0,03:09
History,WAAX,108.0,03:50
Dangerous,Waiian,113.0,04:04
G Shit,Waiian,103.0,03:26
So Mi So,Wande Coal,105.0,04:05
Dont Let No One Get You Down,War,105.0,04:00
Ourselves To Know,Warren Zevon,107.0,03:17
Wild Age,Warren Zevon,112.0,04:19
Boss Up,"Wave Chapelle,Lil Uzi Vert",118.0,03:52
If Only You Were Mine,Wavorly,105.0,04:04
Crown Prince,Waylon Jennings,113.0,04:05
Wee Rule,Wee Papa Girl Rappers,114.0,03:28
Imaginary Diva,Westlife,100.0,03:37
Queen of My Heart Radio Edit,Westlife,109.0,04:19
Dancing in the Dark,Wet Baes,108.0,03:27
Are You Even Real,Weval,107.0,05:11
Count Those Freaks,Whitey,109.0,04:16
Growing Up,Whodini,107.0,05:14
GB Eating GB Whilst Listening to GB,Wilbur Soot,105.0,03:59
Talk to Me Nice,William Singe,111.0,03:16
Breakup Song,Window to the Abbey,108.0,03:05
Know You 708,With Confidence,100.0,03:04
Tell Me,"Wretch 32,Kojo Funds,Jahlani",105.0,03:43
Limbo,"XXXTENTACION,Killstation",111.0,03:14
TEAM Remix,"Xavier Weeks,Luh Kel",100.0,03:09
Ice Wizard Woe,Xavier Wulf,116.0,03:12
TELL YA,Xcep,115.0,03:29
Psychic City Classixx Remix,"YACHT,Classixx",110.0,04:11
I Aint Lyin,YG,103.0,03:17
What To Do,Ye Ali,107.0,03:36
Oh No,Yelawolf,105.0,04:04
Keeps Me Alive,"Yelawolf,Wynonna",104.0,04:39
I Wanna Know,Yella Beezy,117.0,03:49
Ive Been Thinking Too Hard,Yellow Days,100.0,05:35
The Dream,"Yellowjackets,Steve Croes,Paulinho Da Costa,Marilyn Scott,Brenda Russell,Michael Franks",118.0,05:08
White Knuckles,Yes Please,100.0,04:02
Affection,Yo Trane,117.0,03:17
Be Blessed,Yolanda Adams,110.0,05:45
Praise Your Holy Name,Yolanda Adams,114.0,03:43
Pray for Me,You Me At Six,107.0,03:05
Maze,Young Hunting,100.0,03:56
She Wanna Party,"Young Thug,Millie Go Lightly",104.0,04:10
All My Dogs,Young Troy,100.0,03:28
NUTS,Yums,117.0,03:12
Girl Ill Take U Anywhere,Yung Heazy,105.0,04:11
Miami,Yung Lean,105.0,04:23
FAR CRY,Yung Pinch,118.0,03:03
Section,Yxng Bane,116.0,03:07
Call me when you can,Yxng Davi,100.0,03:55
Lucozade,ZAYN,100.0,04:12
Esther Be The One,ZZ Top,119.0,03:30
It's So Hard,ZZ Top,101.0,05:11
Say Sumthin,Zak Abel,115.0,03:46
Dont Let Me Be Yours,Zara Larsson,112.0,03:19
Oui,Zerimar,105.0,03:15
On My Own,Zero 7,118.0,06:25
Antenna,Zion I,102.0,03:58
Play Out,Zola Blood,116.0,04:37
If You Want To,beabadoobee,116.0,03:43
​anxiety,blackbear,111.0,03:32
Be With Me,boy pablo,112.0,04:06
Candle,cavetown offline,100.0,03:32
Into Me.,chromonicci,110.0,03:42
KARD - RED MOON English Translation,hiyoko kurenai,114.0,05:32
Security,iamnotshane,119.0,03:03
Your Drugs,j ember,115.0,03:23
Round Here,mgk,114.0,04:20
Complicated,pre kai ro,112.0,03:03
You Got Issues,"spring gang,Amaranthine",115.0,03:40
Ms. Communication,"theMIND,Da-P,Sun",110.0,03:34
Say It Aint So,toe,100.0,03:42
5 Year Winter,惠子ssica,112.0,03:44
Let the Pun Fit the Crime,"\Weird Al\"" Yankovic""",117.0,03:36
100 Blunt$ DJ Phantazm Remix,$uicideboy$,114.0,03:51
The Christmas Song,*NSYNC,102.0,03:15
Splash 1,13th Floor Elevators,106.0,03:49
Already,1K Phew,115.0,03:15
Dope Peddler,2 Chainz,118.0,03:28
Heaven and Hell Is on Earth,20th Century Steel Band,107.0,05:13
Let the Rhythm Take You,2nd II None,102.0,04:45
Live How I Want,347aidan,119.0,03:23
I Miss You Unplugged,5 Seconds of Summer,106.0,03:21
Youngblood Acoustic,5 Seconds of Summer,115.0,03:40
Ok Youre Right,50 Cent,103.0,03:04
Gotta Leave,702,118.0,05:09
In Your Company,A Loss For Words,114.0,03:43
Nostalgic,A R I Z O N A,100.0,03:02
Luck of Lucien,A Tribe Called Quest,105.0,04:42
Killed Myself When I Was Young,A.A. Bondy,117.0,03:50
Vacation,A.CHAL,103.0,03:05
MILKYWAY,"A1billionaire,Trippie Redd",118.0,03:48
The King Has Lost His Crown,ABBA,115.0,03:32
Under Attack,ABBA,116.0,03:47
Imaginary Friend,ABSRDST,111.0,03:48
No Days Off,"AFN Peso,OHGEESY",100.0,04:03
This Is Not a War,AJJ,109.0,03:17
In Da Club Remix,ANCEN VISUAL,105.0,04:44
I Feel For You,AZ,102.0,03:03
Im So Into You,Aaliyah,100.0,03:25
Lets Make Love,Aaron Hall,118.0,06:30
Where U Been,Abby Jasmine,110.0,03:05
Reflection,Adot,109.0,03:19
The Lone Rhinoceros,Adrian Belew,105.0,03:59
Lets All Get Drunk,Afroman,112.0,05:44
All Gold Party,Aha Gazelle,100.0,04:03
Ready For You,Air Supply,109.0,04:18
Time Passages,Al Stewart,112.0,06:38
I Can't Stop,Alabama,117.0,04:01
There Goes,Alan Jackson,115.0,03:55
It Never Rains in Southern California,Albert Hammond,117.0,03:53
Stepdad,Alex Cameron,111.0,04:15
Never Knew Love Like This,"Alexander O'Neal,Cherrelle",104.0,05:09
Like That,Alextbh,104.0,04:07
Pretty In Pink,Alice Chater,112.0,03:59
Feel Safe,All We Are,113.0,04:27
Nothing to Hide,Allah-Las,100.0,03:40
That Good Ship,"AllttA,20syl,Mr. J. Medeiros",100.0,04:02
Paloma,"Alpha P,DJ Tunez,D3AN",113.0,04:49
Kaleidoscope Love Kaytranada Edition,"AlunaGeorge,KAYTRANADA",115.0,05:48
Can't Fall Asleep To A Lullaby,America,118.0,03:46
Curious,Amerie,105.0,03:24
New Love,Amos Lee,114.0,03:45
Angels,Amy Grant,103.0,04:12
Footballers Wife,Amy Macdonald,100.0,05:05
Powda 4 the Hoes,Andre Nickatina,108.0,04:11
Dont Give Up On Me,Andy Grammer,113.0,03:16
Candy Rain,Andy Mineo,116.0,04:03
Trivia Murder Party: Credit Song,"Andy Poland,Brian Chard,Mike Finney",110.0,04:18
Priceless,Anfa Rose,113.0,03:56
Red Zone Wildin,Anfa Rose,106.0,03:44
My Story,"Anilyst,Youseff FreeForever",118.0,03:49
I Wanna Be,Ann Marie,110.0,03:33
Beware,Ann Peebles,110.0,03:09
2 Cool 2 Care,Anna Burch,118.0,03:49
The Other Side,Anne Murray,118.0,04:08
Legend in My Living Room,Annie Lennox,116.0,03:45
Do Yourself a Favor,Ariel Pink,109.0,03:40
Softly,Arlo Parks,110.0,03:08
Tread Lightly,Armand Hammer,103.0,03:10
Black Mountain Beautiful Love,Arsenal,115.0,05:05
Distance Blank,Art School Girlfriend,116.0,04:24
Kids Again,Artist Vs Poet,113.0,03:36
Miles And Miles Of Texas,Asleep At The Wheel,106.0,03:22
Smokey Blues,Aswad,102.0,03:09
If I Was Santa Claus,"Atmosphere,Slug,Ant",101.0,03:50
Fishing Blues,"Atmosphere,Slug,Ant,The Grouch",105.0,03:40
Slower,Austin Burke,100.0,03:04
What We Done?,Austra,110.0,05:00
Separated Remix,Avant,108.0,04:15
Rent to own,Az is,115.0,03:30
Claustrophobic,Azizi Gibson,105.0,03:25
Lost At Sea Illa Illa 2,"B.I,Bipolar Sunshine,Afgan",101.0,03:25
Reach,"BJ The Chicago Kid,AFROJACK",107.0,03:10
WakingUpCrying,BONES,112.0,03:02
Falling Apart,BROODS,109.0,04:21
Overbored,Babygirl,108.0,03:26
Woah,Baeza,105.0,03:10
Show Me Naomi,Bahamas,102.0,03:50
Dope,"Bali Baby,Cooley",116.0,03:41
Dirty Game,Bankroll Fresh,118.0,04:20
Poppin Shit,Bankroll Fresh,108.0,03:06
Hundreds on Em,"Bankroll Mafia,PeeWee Roscoe,Shad Da God",105.0,04:15
Come Tomorrow,"Barbra Streisand,Barry Gibb",108.0,05:01
Barack Obama Special,Bas,104.0,03:07
Without U,Beach Goons,114.0,04:04
We Are Waves,Beat!Beat!Beat!,119.0,03:14
Thats Not Us,Beatrice Eli,116.0,04:43
Everything You Say,Beatrich,111.0,03:23
Superstar,Beatrich,115.0,03:37
When The Night Feels My Song,Bedouin Soundclash,109.0,03:07
Flesh And Blood,Bee Gees,106.0,04:42
Rooftop,Beissoul & Einius,118.0,03:33
Finally,Bell Biv DeVoe,112.0,04:21
Slow Down,"Berner,Wiz Khalifa",100.0,03:41
Choices,Bernhoft,110.0,03:47
Triple Threat,Betcha Gang,105.0,03:06
Jazz Man,Beth Hart,115.0,03:51
Hang On In There Baby,Bette Midler,109.0,06:03
Big Black Heart,"Better Oblivion Community Center,Conor Oberst,Phoebe Bridgers",102.0,03:26
FIND YOUR WAY BACK MeLo-X Remix,"Beyoncé,Melo-X",119.0,03:36
Maddest Kind Of Love,Big Bad Voodoo Daddy,113.0,05:04
The Ghost Of Smokey Joe,Big Bad Voodoo Daddy,103.0,05:29
Chance,Big Country,108.0,04:25
Pimpin Aint Easy,Big Daddy Kane,100.0,04:13
Rap Summary Lean on Me,Big Daddy Kane,105.0,04:21
Dangerous,"Big Data,Joywave",103.0,04:40
Po it Up,"Big Moe,Z-Ro,Hawk",100.0,04:11
Softdrink,Bilderbuch,100.0,05:00
Too Many Birds,Bill Callahan,113.0,05:27
E.T.,Billie Eilish,105.0,03:30
HI,Billie Eilish,105.0,03:30
Give Up,Birdy,112.0,04:00
10 Missed Calls,"Black Coffee,Jozzy,Pharrell Williams",108.0,03:57
Promise,Black Rebel Motorcycle Club,104.0,04:46
Blacka,Blackalicious,118.0,03:26
Green Light: Now Begin,Blackalicious,101.0,03:12
90s Girl,Blackgirl,102.0,06:55
Anyone Else,Blake Shelton,112.0,04:21
No Cap,Blake and Miles,105.0,03:20
Picking Up Pieces,Blue October,108.0,04:21
The Weatherman,Blue October,115.0,05:31
We Know Where You Go,Blue October,110.0,04:23
Feelings,"BlueBucksClan,Bino Rideaux",100.0,03:31
Heart Of Mine,Bob Dylan,109.0,04:29
Dont Hold Back,Bob Moses,114.0,05:01
Blind Love,Bob Seger,102.0,04:23
Girlfriend,Bobby Brown,101.0,06:16
The Alibama,Boney M.,119.0,03:10
Bongeziwe Mabandla - Ngawe Mama English Translation,Bongeziwe Mabandla,107.0,03:51
Takin' My Time,Bonnie Raitt,119.0,03:43
"Good Man, Good Woman","Bonnie Raitt,Delbert McClinton",107.0,03:33
Nervous,Boogie Down Productions,113.0,04:12
London,"Booka600,Gunna",115.0,03:45
On a Dick,Boosie Badazz,102.0,03:45
Godzilla,"Boss Hogg,Lil'est Godzilla",102.0,03:45
Lets Get Down,"Bow Wow,Birdman",105.0,04:41
Don't Cry,Boy George,100.0,04:07
Just Hold On,Boyz II Men,102.0,04:48
Young Buck,"Braids,DJ Python",115.0,04:29
Step to the Rear,Brand Nubian,100.0,04:00
Twerk It Like Miley Dawin Remix,"Brandon Beal,Christopher,Dawin",104.0,03:18
Forever,Breaking Benjamin,108.0,03:54
Cold World,Brennan Savage,110.0,03:46
Cheat On Me,Bri Bagwell,114.0,03:38
Trap Out the Uber,"Bricc Baby,Chris Brown",110.0,04:26
Move My Body,Bridget Kelly,106.0,03:37
Deep Sea Diver,Briston Maroney,108.0,03:42
Breathe on Me,Britney Spears,112.0,03:43
Bury Me,"Brodinski,Bricc Baby Shitro,Maluca",105.0,03:32
Angelo,Brotherhood of Man,117.0,03:19
Rat Tail File,Brown Bird,115.0,03:08
Devils  Dust,Bruce Springsteen,111.0,04:58
Self Righteous,Bryson Tiller,100.0,04:01
Bleep Freestyle,Bt Jeremy,116.0,03:40
Play Too Nice,Byron Juane,100.0,03:25
Wheres Waldo?,C.M.L.,117.0,06:28
When You Sleep,CAKE,110.0,03:58
Give It Up,CRSB,102.0,03:33
St. Paul,Caitlyn Smith,117.0,03:56
Put Em on a Shirt,"Calboy,Yo Gotti",107.0,04:12
Petrified,Call Me Karizma,114.0,03:06
Back and Forth,Cameo,112.0,06:32
This one time I went to a coffee house because some guy I knew was playing and I just sat there for an hour and didnt talk to anyone and then I came home and wrote this song,Car Seat Headrest,115.0,05:04
Unfinished: Pain Star If heaven is full of people...,Car Seat Headrest,115.0,05:04
War Is Coming If You Want It,Car Seat Headrest,100.0,03:26
Nobody Knows Im Here,"Carlos Cabezas,Jorge García",102.0,04:37
Dear Miss Loretta,"Carly Pearce,Patty Loveless",100.0,03:40
Julien,Carly Rae Jepsen,119.0,03:54
Hold What You've Got,Carly Simon,103.0,04:41
Stress,Casanova,104.0,03:18
Stamina,Cassie,110.0,03:16
Gettin Grown,CeeLo Green,100.0,04:13
Love rehab,"Chaim,Meital De Razon",118.0,07:40
Sexy Black Timberlake,Channel Tres,117.0,03:43
Figure It Out,Chaos Chaos,112.0,03:17
Ten Feet Tall,Charlie Hickey,110.0,03:44
I THINK IM LOST AGAIN,Chase Atlantic,102.0,03:31
Mandocello,Cheap Trick,100.0,04:46
When You Need Someone,Cheap Trick,103.0,05:18
I Only Say Im Sorry When Im Wrong Now,Cheekface,116.0,03:14
Don't Come Around Tonite,Cher,112.0,04:34
Been Around,"Chevy Woods,Wiz Khalifa",108.0,04:50
Bookey,Chip,115.0,03:46
Discover,Chris Brown,116.0,04:25
Say Goodbye Remix,Chris Brown,115.0,04:49
Technology,Chris Brown,116.0,03:28
Get Back,"Chris Echols,3jay",100.0,04:47
Seamless,Chris Grey,114.0,03:09
Crack That Mould,Chris Rea,102.0,04:33
Good News,Chris Rea,117.0,03:55
If Thats What You Want,Chris Rea,110.0,04:03
Adult Swim Pt.2,Chris Travis,111.0,03:03
Call Me,Chris Travis,105.0,03:39
Smoke That Shit,Chris Travis,111.0,03:45
Lullaby,"Chris Webby,Bria Lee",114.0,03:27
Best Sex,Chris and Tina,105.0,05:54
Georgia,Clairo,105.0,04:20
I Forgot,Clara Mae,100.0,03:04
I Miss You DRAM Remix,"Clean Bandit,Julia Michaels,DRAM",105.0,03:25
Hotel Stay,Client Liaison,106.0,04:44
All That Matters,Cliff Richard,110.0,03:51
Never Be Anyone Else But You,Cliff Richard,107.0,04:04
Some People,Cliff Richard,110.0,03:51
A Misunderstood Man,Cliff Richard/The Elements,110.0,04:42
Wherever You Go,Clint Black,117.0,04:12
So Hard,Clément Froissart,115.0,03:04
If I Were You,Collin Raye,117.0,04:05
Back to the Cave,Colonel Suns,105.0,03:37
Moses of the South,Colour Revolt,116.0,05:04
Sweet Love,Commodores,101.0,06:33
Aw Here It Goes Mashup,Coolio,105.0,05:34
Horse Soldier Horse Soldier,Corb Lund,111.0,05:12
Way Back Home,"Cordae,Ty Dolla $ign",117.0,03:19
Tell Me,Corinne Bailey Rae,110.0,04:08
Call me the devil,Corizo,110.0,04:45
Idaho,Cosmo's Midnight,115.0,03:37
Snare,"Cosmo's Midnight,Wild Eyed Boy",110.0,03:21
New Speedway Boogie,Courtney Barnett,108.0,05:20
Sunday Roast,Courtney Barnett,115.0,04:44
500 Horses,Cousin Stizz,106.0,04:10
Everywhere,Cranes,117.0,03:41
Boss Right Now,Creek Boyz,110.0,03:18
Liar Liar,Cris Cab,107.0,03:33
Just Breathe,Crooked Colours,112.0,03:37
My Cocks On Fire,Crowded House,116.0,03:32
Lost,"Cupidon,narou,Kaisha",107.0,03:04
Desire,Current Joys,106.0,03:43
The Good,Cynthia Erivo,108.0,03:29
I Aint Goin Out Like That,Cypress Hill,101.0,04:27
When We Get By,D'Angelo,109.0,05:44
Pure,D-Block Europe,116.0,03:35
Tiff's Back,D. Tiffany,115.0,06:06
Slow Whine,"DJ Kash,Demarco,YFN Lucci",119.0,03:20
Ooo,"DJ Maphorisa,Kabza De Small,Young Stunna,Zingah,Madumane",112.0,07:30
No Guidance Remix,"DJ Noiz,Rellek Brown,Kennyon Brown",100.0,04:07
Dying Fast,DJ Thunder Bass,115.0,04:27
Houdini Crush,DJNESS MUSIC LOVER,116.0,03:26
Mind,"DMW,Davido,Dremo,Mayorkun,Peruzzi",115.0,03:55
Assume the Worst,DRAMA,100.0,05:21
Home,"DRKTMS,Milesikco",118.0,03:19
STICKED UP,"DaBaby,21 Savage",115.0,03:06
Instant Crush,"Daft Punk,Julian Casablancas",110.0,05:37
Believe,Damar Jackson,112.0,03:02
One way wind,Dana Winner,110.0,03:51
Middle Child,Daniel Romano,100.0,03:48
Index,Danielle Licari,116.0,04:02
Call Me on the phone,Dante Elephante,113.0,04:05
Devils Plaything,Danzig,105.0,04:13
Open My Eyes,"Dashboard Confessional,Lindsey Stirling",110.0,03:42
Cheap Sofa,Dave B.,100.0,03:54
Stolen Away on 55th  3rd,Dave Matthews Band,104.0,04:16
Marry Me,"David Banner,Rudy Currence",115.0,04:17
It's In Everyone Of Us,David Pomeranz,118.0,04:20
Fires,David Ramirez,118.0,07:39
Somewhere Along the Way,Dawes,119.0,05:39
The Way You Laugh,Dawes,114.0,03:48
FBI Open Up,Day by Dave,102.0,03:11
Snoopies,"De La Soul,David Byrne",102.0,04:15
Chocolate Girl,Deacon Blue,100.0,03:16
Dirty Dishes,Deer Tick,106.0,03:17
Nervous Breakdown,Deeziimusic,113.0,03:04
Polishing Peanuts,Deluxe,103.0,03:28
T-ara - Roly Poly English Translation,Deluxe Project,116.0,03:30
I Found Love,Deniece Williams,103.0,03:37
Toxic Love,"Deno,Jade Silviia",115.0,03:08
Stay,"Devault,NJOMZA,Bipolar Sunshine",114.0,04:51
I Want You,Devin Vasquez,105.0,03:30
Refuse,Devon Baldwin,115.0,03:45
One of Those Things,Dexys Midnight Runners,100.0,05:57
Its Your Move,Diana Ross,117.0,03:35
A Breath Taking Guy,Diana Ross & The Supremes,107.0,03:31
You Gets No Love (Remix),"Diddy,Faith Evans,112",110.0,05:01
Through The Pain (She Told Me),"Diddy,Mario Winans",104.0,05:28
Its Good to be Here,Digable Planets,103.0,05:06
Kind,Dillon,115.0,03:38
Six Blade Knife,Dire Straits,117.0,04:12
Ticket to Heaven,Dire Straits,117.0,04:24
Time for a Change,Dizzy Wright,103.0,03:46
Personal Lies,Djo,110.0,04:59
Paint Them A Picture,Doja Cat,100.0,03:51
The 76,Dom Kennedy,118.0,04:18
No Wahala,Don Khalifa,107.0,03:17
Sing Me Back Home,Don Williams,110.0,03:58
The Nightfly,Donald Fagen,106.0,05:47
Tomorrows Girls,Donald Fagen,118.0,06:17
U Know Whats Up Rap Remix,"Donell Jones,Lisa \Left Eye\"" Lopes""",103.0,04:03
Can't Get To Sleep At Night,Donna Summer,117.0,04:41
In Another Place And Time,Donna Summer,115.0,03:22
Gentle Boy,Donny Hathaway,114.0,06:53
Stack-a-Lee,Dr. John,119.0,03:29
Part 2: Electric Boogaloo,Dr. Reknaw,112.0,04:09
God Youre So Good Live,Drake,112.0,04:58
Know Yourself,Drake,114.0,04:35
305 To My City,"Drake,Detail",112.0,04:15
A Night Off,"Drake,Lloyd",104.0,03:13
Company,"Drake,Travis Scott",108.0,04:12
Genesis,Dua Lipa,113.0,03:25
Cautionary Tale,Dylan LeBlanc,117.0,03:40
Straight Mobbin,"E-40,Ezale,Vell",100.0,03:16
Gold Digger,EPMD,105.0,05:10
The Big Payback,EPMD,103.0,04:50
No More Cloudy Days,Eagles,115.0,04:03
Amsterdam Sweet Mary Jane,Ed Sheeran,107.0,03:14
What Do I Know?,Ed Sheeran,115.0,03:57
You Break Me,Ed Sheeran,107.0,03:14
Wanna,Eddie Lovette,114.0,03:58
Good Times,Elderbrook,105.0,03:14
1 4 Me,Electric Guest,104.0,03:06
Birthday,Electric Guest,100.0,03:38
90s Girl,Elijah Melo,100.0,03:51
Big City,Eliza Doolittle,115.0,03:19
Dreaming backwards,Ella Vos,108.0,03:33
Real Emotions,"Elliott Trent,Eric Bellinger",119.0,03:51
True Love,Elton John,113.0,05:04
Pidgin English,Elvis Costello & The Attractions,108.0,03:58
Someone Else,Emotional Oranges,102.0,03:15
Stronger Than Me,"Empire Cast,Tisha Campbell,Opal Staples,Melanie McCullough",113.0,03:26
I Worship Devil Shit,Evil Pimp,116.0,05:27
Im Trippin,FBG Duck,105.0,04:53
The Enemy,Fabvl,103.0,03:08
Edge of the World,Faith No More,116.0,04:10
Feel Ugly,"Farhot,Suff Daddy",118.0,04:44
Boondigga,Fat Freddy's Drop,109.0,06:00
Silver Walls,Fat Freddy's Drop,100.0,06:10
Get It Poppin,"Fat Joe,Nelly",101.0,03:25
Going Crazy,Fat Trel,118.0,04:13
Big Emblem Benz,Father,113.0,03:11
Room Temperature,Faye Webster,111.0,04:04
10 Toes,Fenix Flexin,105.0,03:49
PesoFlexin,"Fenix Flexin,Peso Peso",106.0,03:20
Like It Aint Nuttin,Fergie,100.0,03:45
Gangsta Love,Fetty Wap,116.0,03:07
Postcard,First Aid Kit,116.0,03:46
Afterlife,"Flatbush Zombies,Zombie Juice,Erick the Architect",110.0,03:14
Rattlesnake Shake,Fleetwood Mac,101.0,03:29
Mounted Up,Fly Rich Double,117.0,03:36
2006,Foo Fighters,101.0,04:02
Menace,Forever Golden,100.0,03:02
The End And The Beginning,Forgive Durden,100.0,05:52
Nobodys Biz,"Four Fists,P.O.S,Astronautalis",115.0,04:45
Hands to Myself,"Francinne,Jesse Passos",111.0,03:31
Bullies of the Block,Freestyle Fellowship,102.0,04:59
Facing the Sun,Fritz Kalkbrenner,104.0,05:13
Solo,Future,111.0,04:25
L.C.S.,"G-Eazy,Coi Leray,Kaliii",100.0,03:10
Distant,GASHI,115.0,03:40
Medicate,Gabbie Hanna,112.0,03:24
Today,Gabbie Hanna,118.0,03:06
Hurt,Gabrielle Aplin,116.0,04:13
Comin for Datazz,Gang Starr,100.0,04:01
Whos Gonna Take the Weight?,Gang Starr,106.0,03:56
Cherry Lips Go Baby Go,Garbage,116.0,03:12
Bed of Thorns,Gary Numan,106.0,05:24
I Can't Breathe,Gary Numan,100.0,05:45
Love Needs No Disguise,"Gary Numan,Dramatis",119.0,04:38
The True One,Gene Clark,108.0,03:59
Taking It All Too Hard,Genesis,109.0,03:58
Love X Love,George Benson,115.0,04:46
The Ghetto,George Benson,112.0,04:56
Computer Games,George Clinton,108.0,04:47
This Guitar,George Harrison,116.0,04:13
A Heart Like Hers,George Strait,103.0,03:24
Ipswich,Georgi Kay,100.0,03:04
Forever,"Gesaffelstein,The Hacker,Electric Youth",118.0,04:31
Time,Ginette Claudette,116.0,04:33
Try It Out / Poner a Prueba,Gino Soccio,114.0,08:16
It's Time,Glee Cast,106.0,03:43
Tell the-Girl,"Golden Vessel,Emerson Leif",116.0,03:39
Farewell To Annabel,Gordon Lightfoot,106.0,03:33
Thanks for Your Time,Gotye,100.0,04:18
Im Crying Mothers Tears,Grace Jones,115.0,04:34
Country Road,Grand Funk Railroad,103.0,04:22
The Message,"Grandmaster Flash,The Furious Five",101.0,03:14
Duprees Diamond Blues,Grateful Dead,101.0,03:39
Tuesday Letter,Greensky Bluegrass,105.0,03:48
What You Need,Greensky Bluegrass,104.0,06:49
Sweet Child of Mine,Gregorian,114.0,05:47
Drip Talk,"Guap Tarantino,Lil Duke,Lil Gotit",104.0,03:09
Alpha Remix,"Guapdad 4000,Bfb Da Packman",100.0,03:12
Body Horror,Gud,116.0,04:07
Ego,Gungor,110.0,03:36
Break Me Down,"Guordan Banks,Wale,Omelly",118.0,04:31
Dont Wanna,HAIM,107.0,03:21
Satan Luella  I,HMLTD,105.0,06:29
A Fabricated Life,HNNY,117.0,05:12
Tykwer,HVOB,105.0,08:07
Lessons,Ha Ha Tonka,113.0,05:05
Alone,"HappyBirthdayCalvin,BJRNCK",100.0,04:06
Short  Sweet,Hardy Caprio,100.0,03:10
She Knows,"HarrySong,Fireboy DML,Olamide",108.0,03:18
Gas and Matches,Headphones,103.0,03:23
Medieval,Her's,115.0,05:33
"Jesus, Jesus","Hillsong Worship,Integrity's Hosanna! Music,Darlene Zschech",107.0,04:28
Honeymooning,Holy Motors,103.0,03:39
Powerful Man,Hop Along,112.0,03:25
Im Nothing Without You,Horace Nahum,109.0,03:22
No Doubt About It,Hot Chocolate,104.0,04:29
I Like to Fuck,Hot Rod,115.0,03:12
Just How I Feel Pt. 1,Hotel Books,110.0,04:56
I'd Like That,"Houston,Chingy,Nate Dogg,I-20",107.0,03:56
